DateTime,Condition,Rain,MaxTemp,MinTemp,SunRise,SunSet,MoonRise,MoonSet,AvgWind,AvgHumidity,AvgPressure
14.03.2017,Overcast,6.92,6,5,07:18:00,19:10:00,21:5:00,8:20:00,19,86,1020
13.03.2017,Overcast,1.28,8,6,07:19:00,19:9:00,20:5:00,7:50:00,14,86,1014
12.03.2017,Overcast,0.00,8,7,07:21:00,19:8:00,19:4:00,7:18:00,30,88,1008
11.03.2017,Overcast,0.00,10,8,07:23:00,19:7:00,18:1:00,6:44:00,25,88,1005
10.03.2017,Sunny,0.00,12,7,07:24:00,19:5:00,16:57:00,6:6:00,15,84,1006
09.03.2017,Cloudy,0.00,12,9,07:26:00,19:4:00,15:53:00,5:24:00,22,81,1012
08.03.2017,Sunny,0.34,17,10,07:28:00,19:3:00,14:49:00,4:36:00,14,65,1010
07.03.2017,Sunny,0.00,16,11,07:29:00,19:2:00,13:48:00,3:42:00,16,65,1010
06.03.2017,Cloudy,0.00,16,11,07:31:00,19:1:00,0:52:00,2:41:00,19,61,1013
05.03.2017,Sunny,0.00,15,8,07:32:00,19:0:00,0:0:00,1:37:00,9,57,1020
04.03.2017,Sunny,0.00,13,8,07:34:00,18:59:00,11:14:00,12:29:00,16,73,1023
03.03.2017,Partly cloudy,0.02,12,7,07:36:00,18:57:00,10:32:00,,4,80,1019
02.03.2017,Overcast,0.34,12,8,07:37:00,18:56:00,9:55:00,23:21:00,17,83,1011
01.03.2017,Sunny,0.00,16,9,07:39:00,18:55:00,9:19:00,22:11:00,11,75,1011
28.02.2017,Sunny,0.00,13,8,07:40:00,18:54:00,8:45:00,21:3:00,8,81,1015
27.02.2017,Partly cloudy,0.00,12,6,07:42:00,18:53:00,8:10:00,19:55:00,8,80,1019
26.02.2017,Partly cloudy,0.85,10,7,07:43:00,18:52:00,7:35:00,18:48:00,19,84,1024
25.02.2017,Sunny,1.96,15,7,07:45:00,18:50:00,6:57:00,17:43:00,29,78,1019
24.02.2017,Sunny,0.00,14,10,07:46:00,18:49:00,6:16:00,16:40:00,32,74,1016
23.02.2017,Sunny,0.00,14,8,07:48:00,18:48:00,5:33:00,15:41:00,23,73,1016
22.02.2017,Cloudy,0.05,11,7,07:49:00,18:47:00,4:45:00,14:46:00,19,77,1017
21.02.2017,Sunny,0.00,10,5,07:51:00,18:46:00,3:55:00,13:57:00,10,71,1017
20.02.2017,Overcast,4.50,10,6,07:52:00,18:44:00,3:3:00,13:12:00,13,85,1019
19.02.2017,Overcast,0.53,13,8,07:53:00,18:43:00,2:8:00,0:31:00,13,63,1024
18.02.2017,Sunny,0.00,10,4,07:55:00,18:42:00,1:13:00,11:56:00,13,64,1023
17.02.2017,Sunny,0.00,7,2,07:56:00,18:41:00,12:16:00,11:23:00,7,62,1027
16.02.2017,Overcast,0.69,5,2,07:57:00,18:40:00,,10:51:00,20,74,1034
15.02.2017,Cloudy,0.50,4,2,07:59:00,18:38:00,23:19:00,10:21:00,24,72,1030
14.02.2017,Overcast,0.69,2,0,08:00:00,18:37:00,22:19:00,9:51:00,20,73,1032
13.02.2017,Cloudy,0.61,4,3,08:01:00,18:36:00,21:19:00,9:20:00,30,70,1031
12.02.2017,Overcast,0.47,5,3,08:02:00,18:35:00,20:16:00,8:47:00,30,68,1032
11.02.2017,Cloudy,0.14,5,4,08:04:00,18:33:00,19:12:00,8:10:00,34,74,1028
10.02.2017,Cloudy,0.00,6,4,08:05:00,18:32:00,18:6:00,7:29:00,36,78,1027
09.02.2017,Overcast,0.42,8,6,08:06:00,18:31:00,17:1:00,6:42:00,27,88,1024
08.02.2017,Partly cloudy,0.16,12,8,08:07:00,18:30:00,15:57:00,5:48:00,15,82,1016
07.02.2017,Sunny,0.00,14,10,08:08:00,18:28:00,14:57:00,4:48:00,12,68,1015
06.02.2017,Partly cloudy,1.70,14,9,08:09:00,18:27:00,14:3:00,3:44:00,19,80,1015
05.02.2017,Partly cloudy,4.02,11,9,08:11:00,18:26:00,13:15:00,2:37:00,26,86,1013
04.02.2017,Partly cloudy,0.00,13,9,08:12:00,18:25:00,0:32:00,1:29:00,29,80,1018
03.02.2017,Cloudy,0.00,11,6,08:13:00,18:23:00,11:54:00,12:21:00,22,72,1024
02.02.2017,Sunny,0.00,7,3,08:14:00,18:22:00,11:18:00,,9,57,1029
01.02.2017,Sunny,0.00,6,1,08:15:00,18:21:00,10:44:00,23:14:00,8,52,1030
31.01.2017,Sunny,0.01,3,0,08:16:00,18:20:00,10:11:00,22:7:00,24,68,1030
30.01.2017,Cloudy,0.06,4,2,08:17:00,18:18:00,9:37:00,21:2:00,26,78,1027
29.01.2017,Sunny,0.04,5,2,08:17:00,18:17:00,9:1:00,19:57:00,17,80,1028
28.01.2017,Overcast,0.30,3,-1,08:18:00,18:16:00,8:22:00,18:54:00,14,77,1028
27.01.2017,Cloudy,0.17,0,-1,08:19:00,18:15:00,7:40:00,17:54:00,21,71,1029
26.01.2017,Overcast,0.45,3,0,08:20:00,18:14:00,6:54:00,16:57:00,31,76,1027
25.01.2017,Overcast,0.11,5,2,08:21:00,18:12:00,6:5:00,16:5:00,36,82,1019
24.01.2017,Overcast,0.08,7,4,08:21:00,18:11:00,5:13:00,15:18:00,14,74,1020
23.01.2017,Sunny,0.00,7,3,08:22:00,18:10:00,4:19:00,14:35:00,24,82,1028
22.01.2017,Cloudy,0.05,5,2,08:23:00,18:9:00,3:24:00,13:57:00,17,80,1032
21.01.2017,Sunny,0.21,5,2,08:24:00,18:8:00,2:28:00,13:23:00,16,73,1031
20.01.2017,Overcast,2.00,5,4,08:24:00,18:6:00,1:32:00,0:51:00,30,83,1032
19.01.2017,Overcast,2.61,7,6,08:25:00,18:5:00,12:34:00,0:21:00,34,88,1027
18.01.2017,Overcast,0.21,7,6,08:25:00,18:4:00,,11:52:00,18,94,1022
17.01.2017,Overcast,4.45,8,6,08:26:00,18:3:00,23:35:00,11:23:00,10,93,1017
16.01.2017,Overcast,6.48,6,4,08:26:00,18:2:00,22:34:00,10:51:00,23,91,1015
15.01.2017,Overcast,9.24,5,4,08:27:00,18:1:00,21:32:00,10:16:00,19,89,1015
14.01.2017,Sunny,4.74,10,6,08:27:00,18:0:00,20:27:00,9:38:00,25,73,1009
13.01.2017,Sunny,0.00,7,3,08:27:00,17:58:00,19:21:00,8:53:00,18,70,1018
12.01.2017,Sunny,6.98,6,3,08:28:00,17:57:00,18:14:00,8:2:00,20,81,1017
11.01.2017,Overcast,1.19,8,0,08:28:00,17:56:00,17:10:00,7:3:00,24,82,1017
10.01.2017,Overcast,0.00,5,0,08:28:00,17:55:00,16:11:00,5:58:00,32,75,1011
09.01.2017,Overcast,3.64,1,-2,08:29:00,17:54:00,15:19:00,4:49:00,29,90,1017
08.01.2017,Partly cloudy,0.00,-1,-4,08:29:00,17:53:00,14:32:00,3:40:00,26,85,1016
07.01.2017,Overcast,1.39,-1,-4,08:29:00,17:52:00,13:52:00,2:29:00,43,93,1014
06.01.2017,Cloudy,5.22,11,-1,08:29:00,17:51:00,13:15:00,1:22:00,39,85,1004
05.01.2017,Partly cloudy,1.42,11,9,08:29:00,17:50:00,0:41:00,12:15:00,19,84,1008
04.01.2017,Partly cloudy,0.04,9,7,08:29:00,17:49:00,0:8:00,,19,74,1016
03.01.2017,Partly cloudy,0.02,8,5,08:29:00,17:49:00,11:35:00,23:10:00,21,66,1020
02.01.2017,Sunny,0.00,6,3,08:29:00,17:48:00,11:0:00,22:6:00,17,68,1022
01.01.2017,Partly cloudy,3.96,4,2,08:29:00,17:47:00,10:23:00,21:4:00,14,80,1025
31.12.2016,Overcast,4.26,5,2,08:29:00,17:46:00,9:44:00,20:3:00,23,86,1023
30.12.2016,Overcast,7.11,5,3,08:29:00,17:45:00,9:0:00,19:6:00,38,88,1022
29.12.2016,Overcast,7.14,6,4,08:28:00,17:44:00,8:12:00,18:12:00,54,80,1015
28.12.2016,Overcast,0.21,6,5,08:28:00,17:44:00,7:22:00,17:23:00,15,75,1019
27.12.2016,Sunny,0.53,7,4,08:28:00,17:43:00,6:28:00,16:38:00,14,74,1024
26.12.2016,Overcast,0.04,6,4,08:28:00,17:42:00,5:34:00,15:59:00,16,76,1024
25.12.2016,Partly cloudy,0.83,7,5,08:27:00,17:42:00,4:38:00,15:23:00,12,77,1022
24.12.2016,Overcast,0.02,7,5,08:27:00,17:41:00,3:42:00,14:50:00,29,85,1026
23.12.2016,Overcast,0.78,8,7,08:27:00,17:40:00,2:45:00,14:20:00,28,85,1025
22.12.2016,Overcast,0.00,7,5,08:26:00,17:40:00,1:48:00,13:51:00,38,75,1027
21.12.2016,Partly cloudy,0.65,6,5,08:26:00,17:39:00,12:50:00,13:22:00,38,75,1028
20.12.2016,Partly cloudy,1.51,6,3,08:25:00,17:39:00,,0:52:00,10,70,1029
19.12.2016,Sunny,0.00,6,3,08:24:00,17:38:00,23:50:00,0:20:00,8,68,1033
18.12.2016,Sunny,0.00,5,2,08:24:00,17:38:00,22:47:00,11:45:00,14,69,1033
17.12.2016,Overcast,0.38,5,2,08:23:00,17:38:00,21:43:00,11:5:00,22,69,1037
16.12.2016,Cloudy,1.92,5,4,08:23:00,17:37:00,20:37:00,10:17:00,28,77,1031
15.12.2016,Cloudy,0.96,6,4,08:22:00,17:37:00,19:32:00,9:23:00,19,67,1023
14.12.2016,Sunny,0.23,4,2,08:21:00,17:37:00,18:29:00,8:20:00,16,63,1028
13.12.2016,Overcast,0.09,8,2,08:20:00,17:36:00,17:32:00,7:12:00,36,78,1020
12.12.2016,Overcast,6.94,12,8,08:20:00,17:36:00,16:41:00,6:0:00,19,75,1012
11.12.2016,Sunny,0.00,12,9,08:19:00,17:36:00,15:56:00,4:47:00,15,70,1018
10.12.2016,Sunny,0.00,11,9,08:18:00,17:36:00,15:16:00,3:35:00,13,68,1023
09.12.2016,Sunny,0.00,10,6,08:17:00,17:36:00,14:39:00,2:25:00,22,65,1027
08.12.2016,Sunny,0.10,6,4,08:16:00,17:36:00,14:5:00,1:18:00,13,63,1037
07.12.2016,Sunny,0.59,8,5,08:16:00,17:36:00,13:31:00,12:13:00,23,72,1033
06.12.2016,Sunny,0.00,8,4,08:15:00,17:36:00,0:57:00,,13,68,1028
05.12.2016,Sunny,0.00,8,5,08:14:00,17:36:00,0:21:00,23:10:00,23,67,1033
04.12.2016,Overcast,0.00,8,5,08:13:00,17:36:00,11:43:00,22:9:00,13,60,1029
03.12.2016,Sunny,0.05,8,5,08:12:00,17:36:00,11:1:00,21:11:00,13,59,1022
02.12.2016,Overcast,2.04,11,3,08:11:00,17:37:00,10:15:00,20:17:00,34,69,1011
01.12.2016,Cloudy,0.00,5,3,08:10:00,17:37:00,9:27:00,19:27:00,18,64,1018
30.11.2016,Overcast,0.00,7,5,08:09:00,17:37:00,8:34:00,18:40:00,43,74,1022
29.11.2016,Overcast,10.72,9,8,08:08:00,17:37:00,7:41:00,17:59:00,40,87,1014
28.11.2016,Heavy rain,34.80,14,9,08:07:00,17:38:00,6:45:00,17:22:00,21,86,1011
27.11.2016,Cloudy,0.52,15,10,08:06:00,17:38:00,5:49:00,16:48:00,16,68,1015
26.11.2016,Sunny,0.00,13,9,08:05:00,17:38:00,4:53:00,16:17:00,6,75,1021
25.11.2016,Sunny,0.00,13,8,08:03:00,17:39:00,3:56:00,15:48:00,5,79,1021
24.11.2016,Cloudy,0.07,13,10,08:02:00,17:39:00,2:59:00,15:19:00,17,80,1025
23.11.2016,Overcast,0.07,13,11,08:01:00,17:40:00,2:1:00,14:50:00,19,79,1026
22.11.2016,Cloudy,0.08,13,11,08:00:00,17:41:00,1:1:00,14:20:00,21,76,1026
21.11.2016,Cloudy,0.04,14,12,07:59:00,17:41:00,12:0:00,13:47:00,21,81,1024
20.11.2016,Sunny,0.00,16,11,07:58:00,17:42:00,,13:11:00,14,76,1023
19.11.2016,Sunny,0.00,16,10,07:57:00,17:42:00,22:57:00,0:28:00,14,52,1025
18.11.2016,Sunny,0.00,14,7,07:56:00,17:43:00,21:53:00,11:40:00,10,49,1026
17.11.2016,Sunny,0.00,10,5,07:54:00,17:44:00,20:50:00,10:42:00,11,61,1025
16.11.2016,Partly cloudy,0.26,8,6,07:53:00,17:45:00,19:51:00,9:38:00,18,66,1026
15.11.2016,Overcast,1.61,8,8,07:52:00,17:45:00,18:56:00,8:27:00,28,75,1029
14.11.2016,Sunny,0.00,11,9,07:51:00,17:46:00,18:7:00,7:14:00,23,63,1026
13.11.2016,Sunny,2.52,17,13,07:50:00,17:47:00,17:24:00,5:59:00,27,61,1016
12.11.2016,Sunny,0.03,19,14,07:49:00,17:48:00,16:44:00,4:46:00,13,66,1019
11.11.2016,Partly cloudy,0.49,18,15,07:47:00,17:49:00,16:7:00,3:35:00,16,72,1018
10.11.2016,Sunny,0.43,17,15,07:46:00,17:50:00,15:32:00,2:26:00,25,73,1012
09.11.2016,Sunny,0.45,23,18,07:45:00,17:51:00,14:56:00,1:20:00,19,53,1008
08.11.2016,Sunny,0.00,23,17,07:44:00,17:52:00,14:20:00,12:17:00,29,57,1013
07.11.2016,Sunny,0.00,20,16,07:43:00,17:53:00,13:42:00,,31,66,1014
06.11.2016,Sunny,0.00,18,14,07:42:00,17:54:00,13:1:00,23:18:00,19,74,1017
05.11.2016,Partly cloudy,0.20,16,13,07:40:00,17:55:00,0:16:00,22:21:00,4,84,1021
04.11.2016,Overcast,1.44,14,12,07:39:00,17:56:00,11:29:00,21:30:00,18,86,1023
03.11.2016,Sunny,0.00,17,13,07:38:00,17:57:00,10:38:00,20:42:00,19,53,1018
02.11.2016,Sunny,0.00,13,8,07:37:00,17:58:00,9:46:00,20:0:00,12,51,1022
01.11.2016,Partly cloudy,0.19,12,10,07:36:00,18:0:00,8:51:00,19:21:00,16,52,1023
31.10.2016,Sunny,0.02,12,10,07:34:00,18:1:00,7:55:00,18:46:00,17,57,1022
30.10.2016,Partly cloudy,0.05,14,11,07:33:00,18:2:00,6:59:00,18:14:00,14,65,1020
29.10.2016,Overcast,0.28,13,11,07:32:00,18:3:00,6:2:00,17:44:00,19,79,1024
28.10.2016,Overcast,1.54,13,13,07:31:00,18:5:00,5:5:00,17:15:00,36,79,1027
27.10.2016,Overcast,0.30,14,13,07:30:00,18:6:00,4:7:00,16:45:00,24,79,1023
26.10.2016,Partly cloudy,0.00,16,13,07:29:00,18:7:00,3:9:00,16:16:00,21,69,1021
25.10.2016,Partly cloudy,0.22,16,14,07:27:00,18:9:00,2:9:00,15:45:00,24,73,1027
24.10.2016,Cloudy,0.14,17,15,07:26:00,18:10:00,1:8:00,15:10:00,26,78,1025
23.10.2016,Partly cloudy,0.01,19,16,07:25:00,18:11:00,12:7:00,14:31:00,14,81,1020
22.10.2016,Sunny,0.03,19,15,07:24:00,18:13:00,,13:47:00,8,80,1017
21.10.2016,Partly cloudy,0.02,19,15,07:23:00,18:14:00,23:6:00,0:56:00,24,78,1018
20.10.2016,Cloudy,0.37,17,13,07:22:00,18:16:00,22:7:00,11:57:00,20,75,1021
19.10.2016,Cloudy,0.13,16,13,07:21:00,18:17:00,21:12:00,10:52:00,17,63,1021
18.10.2016,Overcast,0.19,15,13,07:19:00,18:18:00,20:21:00,9:42:00,34,65,1026
17.10.2016,Overcast,1.01,16,13,07:18:00,18:20:00,19:35:00,8:28:00,35,74,1024
16.10.2016,Sunny,0.17,20,14,07:17:00,18:21:00,18:53:00,7:14:00,23,74,1020
15.10.2016,Sunny,0.16,17,14,07:16:00,18:23:00,18:14:00,6:1:00,18,67,1024
14.10.2016,Partly cloudy,0.00,18,14,07:15:00,18:25:00,17:38:00,4:49:00,21,65,1023
13.10.2016,Sunny,0.05,20,16,07:14:00,18:26:00,17:1:00,3:39:00,13,60,1016
12.10.2016,Sunny,1.00,25,20,07:13:00,18:28:00,16:23:00,2:32:00,21,64,1007
11.10.2016,Partly cloudy,0.07,23,16,07:12:00,18:29:00,15:45:00,1:30:00,8,65,1012
10.10.2016,Partly cloudy,0.00,21,16,07:11:00,18:31:00,15:4:00,12:30:00,22,71,1018
09.10.2016,Overcast,0.00,18,15,07:10:00,18:32:00,14:19:00,,19,71,1020
08.10.2016,Partly cloudy,1.49,22,16,07:08:00,18:34:00,13:33:00,23:36:00,25,67,1013
07.10.2016,Sunny,0.00,22,16,07:07:00,18:36:00,0:42:00,22:46:00,6,71,1015
06.10.2016,Partly cloudy,0.05,20,17,07:06:00,18:37:00,11:50:00,22:2:00,23,70,1017
05.10.2016,Partly cloudy,1.78,18,16,07:05:00,18:39:00,10:56:00,21:22:00,21,71,1014
04.10.2016,Sunny,0.00,24,19,07:04:00,18:41:00,10:1:00,20:45:00,18,72,1014
03.10.2016,Sunny,1.16,24,18,07:03:00,18:42:00,9:5:00,20:12:00,7,71,1016
02.10.2016,Sunny,0.00,23,18,07:02:00,18:44:00,8:8:00,19:41:00,10,74,1017
01.10.2016,Sunny,0.00,25,18,07:01:00,18:46:00,7:11:00,19:12:00,18,67,1016
30.09.2016,Sunny,0.00,24,17,07:00:00,18:47:00,6:13:00,18:42:00,10,55,1020
29.09.2016,Sunny,0.00,22,16,06:59:00,18:49:00,5:15:00,18:12:00,4,58,1024
28.09.2016,Sunny,0.21,21,16,06:58:00,18:51:00,4:15:00,17:42:00,16,64,1027
27.09.2016,Partly cloudy,0.20,20,17,06:57:00,18:52:00,3:15:00,17:8:00,20,70,1021
26.09.2016,Sunny,2.36,21,16,06:56:00,18:54:00,2:13:00,16:30:00,16,66,1017
25.09.2016,Partly cloudy,0.00,21,16,06:55:00,18:56:00,1:14:00,15:48:00,19,58,1018
24.09.2016,Sunny,0.02,21,17,06:54:00,18:58:00,12:15:00,15:0:00,15,52,1025
23.09.2016,Sunny,0.30,20,16,06:53:00,18:59:00,,14:6:00,18,55,1023
22.09.2016,Overcast,1.11,20,16,06:52:00,19:1:00,23:21:00,13:6:00,14,72,1017
21.09.2016,Overcast,2.62,19,17,06:51:00,19:3:00,22:30:00,0:0:00,20,79,1013
20.09.2016,Sunny,1.68,25,19,06:50:00,19:4:00,21:44:00,10:50:00,23,66,1006
19.09.2016,Sunny,0.15,29,23,06:49:00,19:6:00,21:1:00,9:39:00,16,57,1007
18.09.2016,Sunny,0.30,28,22,06:48:00,19:8:00,20:22:00,8:26:00,11,48,1011
17.09.2016,Sunny,0.00,27,19,06:47:00,19:10:00,19:45:00,7:14:00,9,54,1015
16.09.2016,Sunny,0.03,25,20,06:46:00,19:11:00,19:8:00,6:3:00,14,60,1018
15.09.2016,Sunny,0.00,27,20,06:45:00,19:13:00,18:30:00,4:54:00,14,61,1015
14.09.2016,Sunny,0.00,26,20,06:44:00,19:15:00,17:52:00,3:48:00,6,65,1012
13.09.2016,Sunny,0.15,26,21,06:43:00,19:17:00,17:11:00,2:45:00,23,63,1014
12.09.2016,Sunny,0.02,25,22,06:42:00,19:18:00,16:27:00,1:47:00,28,69,1015
11.09.2016,Sunny,0.00,26,22,06:41:00,19:20:00,15:40:00,12:54:00,28,73,1014
10.09.2016,Sunny,0.04,27,22,06:40:00,19:22:00,14:50:00,12:6:00,30,62,1014
09.09.2016,Sunny,0.00,28,22,06:39:00,19:23:00,13:58:00,,24,68,1013
08.09.2016,Sunny,0.00,28,23,06:38:00,19:25:00,13:4:00,23:25:00,27,65,1014
07.09.2016,Sunny,0.04,27,23,06:37:00,19:27:00,0:9:00,22:46:00,29,71,1016
06.09.2016,Sunny,0.02,28,21,06:36:00,19:28:00,11:13:00,22:12:00,13,64,1013
05.09.2016,Sunny,0.00,26,21,06:35:00,19:30:00,10:17:00,21:41:00,10,68,1013
04.09.2016,Sunny,0.15,26,21,06:34:00,19:32:00,9:20:00,21:10:00,24,64,1015
03.09.2016,Sunny,0.31,25,21,06:33:00,19:33:00,8:22:00,20:41:00,26,64,1014
02.09.2016,Sunny,0.15,26,21,06:32:00,19:35:00,7:24:00,20:11:00,27,66,1014
01.09.2016,Sunny,0.00,26,21,06:31:00,19:37:00,6:23:00,19:40:00,26,60,1018
31.08.2016,Sunny,0.06,27,24,06:30:00,19:38:00,5:22:00,19:7:00,23,60,1016
30.08.2016,Sunny,0.00,27,21,06:29:00,19:40:00,4:20:00,18:30:00,9,66,1014
29.08.2016,Sunny,0.00,26,21,06:28:00,19:41:00,3:19:00,17:49:00,9,71,1013
28.08.2016,Sunny,0.00,26,21,06:27:00,19:43:00,2:20:00,17:3:00,14,70,1016
27.08.2016,Partly cloudy,0.01,26,21,06:26:00,19:45:00,1:24:00,16:10:00,23,69,1017
26.08.2016,Sunny,0.12,26,22,06:25:00,19:46:00,12:33:00,15:12:00,26,69,1017
25.08.2016,Partly cloudy,0.20,27,23,06:24:00,19:48:00,,14:9:00,30,72,1014
24.08.2016,Cloudy,0.11,26,23,06:23:00,19:49:00,23:47:00,13:2:00,22,79,1014
23.08.2016,Sunny,1.89,28,24,06:22:00,19:51:00,23:4:00,11:54:00,19,74,1013
22.08.2016,Sunny,0.00,29,23,06:21:00,19:52:00,22:25:00,10:44:00,7,76,1011
21.08.2016,Thundery outbreaks possible,0.00,29,23,06:20:00,19:54:00,21:49:00,9:34:00,17,73,1012
20.08.2016,Partly cloudy,0.56,28,24,06:19:00,19:55:00,21:13:00,8:24:00,25,75,1012
19.08.2016,Sunny,0.00,28,23,06:18:00,19:57:00,20:36:00,7:15:00,26,72,1010
18.08.2016,Sunny,0.00,30,21,06:17:00,19:58:00,19:59:00,6:7:00,23,62,1010
17.08.2016,Sunny,0.00,28,21,06:16:00,20:0:00,19:19:00,5:2:00,18,67,1012
16.08.2016,Sunny,0.00,27,21,06:15:00,20:1:00,18:36:00,4:1:00,22,66,1014
15.08.2016,Sunny,0.00,26,20,06:14:00,20:2:00,17:50:00,3:5:00,30,60,1017
14.08.2016,Sunny,0.07,25,21,06:13:00,20:4:00,17:1:00,2:14:00,29,55,1020
13.08.2016,Cloudy,3.26,22,21,06:12:00,20:5:00,16:8:00,1:29:00,35,75,1019
12.08.2016,Sunny,0.34,28,23,06:11:00,20:6:00,15:15:00,12:49:00,32,72,1013
11.08.2016,Sunny,0.00,32,24,06:10:00,20:8:00,14:19:00,12:13:00,20,65,1011
10.08.2016,Sunny,0.00,29,25,06:09:00,20:9:00,13:24:00,,26,74,1010
09.08.2016,Sunny,0.00,30,25,06:08:00,20:10:00,0:27:00,23:40:00,28,72,1010
08.08.2016,Sunny,0.00,29,24,06:07:00,20:12:00,11:31:00,23:10:00,29,76,1014
07.08.2016,Sunny,0.00,31,23,06:06:00,20:13:00,10:33:00,22:40:00,17,71,1013
06.08.2016,Sunny,0.00,30,24,06:05:00,20:14:00,9:36:00,22:11:00,22,70,1012
05.08.2016,Sunny,0.04,30,24,06:04:00,20:15:00,8:35:00,21:41:00,28,69,1011
04.08.2016,Sunny,0.05,29,23,06:03:00,20:16:00,7:35:00,21:8:00,24,69,1013
03.08.2016,Sunny,0.05,28,24,06:02:00,20:18:00,6:32:00,20:33:00,20,72,1011
02.08.2016,Sunny,0.00,30,23,06:01:00,20:19:00,5:29:00,19:53:00,14,77,1010
01.08.2016,Sunny,0.00,31,23,06:00:00,20:20:00,4:27:00,19:8:00,21,67,1011
31.07.2016,Sunny,0.00,30,23,05:59:00,20:21:00,3:29:00,18:16:00,22,64,1012
30.07.2016,Sunny,0.00,30,23,05:59:00,20:21:00,3:29:00,18:16:00,22,64,1012
29.07.2016,Sunny,0.00,29,23,05:57:00,20:23:00,1:47:00,16:16:00,27,67,1010
28.07.2016,Sunny,0.00,28,23,05:57:00,20:24:00,1:3:00,15:10:00,27,69,1012
27.07.2016,Sunny,0.37,29,23,05:56:00,20:25:00,12:24:00,14:2:00,12,67,1010
26.07.2016,Sunny,0.27,29,23,05:55:00,20:26:00,,0:54:00,12,66,1008
25.07.2016,Patchy rain possible,0.04,29,22,05:54:00,20:27:00,23:47:00,11:45:00,9,66,1007
24.07.2016,Patchy rain possible,0.42,29,23,05:53:00,20:28:00,23:12:00,10:37:00,14,68,1008
23.07.2016,Sunny,0.01,29,23,05:52:00,20:29:00,22:37:00,9:30:00,18,66,1010
22.07.2016,Sunny,0.04,28,22,05:51:00,20:30:00,22:2:00,8:23:00,19,66,1011
21.07.2016,Sunny,0.28,28,23,05:50:00,20:30:00,21:24:00,7:18:00,17,69,1011
20.07.2016,Sunny,0.62,27,23,05:49:00,20:31:00,20:43:00,6:15:00,19,69,1011
19.07.2016,Sunny,0.69,28,22,05:49:00,20:32:00,19:59:00,5:17:00,19,64,1011
18.07.2016,Sunny,1.87,27,22,05:48:00,20:33:00,19:11:00,4:23:00,18,66,1012
17.07.2016,Sunny,0.00,29,23,05:47:00,20:33:00,18:19:00,3:35:00,12,73,1008
16.07.2016,Sunny,0.00,31,22,05:46:00,20:34:00,17:26:00,2:52:00,15,65,1008
15.07.2016,Sunny,0.00,28,21,05:45:00,20:35:00,16:30:00,2:14:00,15,70,1009
14.07.2016,Sunny,0.00,28,21,05:45:00,20:35:00,15:35:00,1:40:00,9,74,1009
13.07.2016,Sunny,0.00,28,22,05:44:00,20:36:00,14:38:00,1:9:00,17,74,1011
12.07.2016,Sunny,0.00,27,21,05:43:00,20:36:00,13:42:00,12:39:00,28,68,1014
11.07.2016,Sunny,0.00,27,21,05:42:00,20:37:00,0:45:00,12:10:00,23,58,1016
10.07.2016,Sunny,0.00,27,20,05:42:00,20:37:00,11:48:00,,14,59,1015
09.07.2016,Sunny,0.00,26,20,05:41:00,20:38:00,10:50:00,23:41:00,20,56,1016
08.07.2016,Sunny,0.01,27,22,05:40:00,20:38:00,9:50:00,23:10:00,27,57,1018
07.07.2016,Sunny,0.14,27,22,05:40:00,20:39:00,8:48:00,22:36:00,22,66,1012
06.07.2016,Sunny,0.00,27,21,05:39:00,20:39:00,7:45:00,21:59:00,19,59,1013
05.07.2016,Sunny,0.24,27,22,05:38:00,20:39:00,6:41:00,21:17:00,25,67,1015
04.07.2016,Sunny,0.00,29,24,05:38:00,20:39:00,5:40:00,20:27:00,21,65,1012
03.07.2016,Sunny,0.36,28,23,05:37:00,20:40:00,4:43:00,19:31:00,18,71,1011
02.07.2016,Sunny,0.00,29,22,05:37:00,20:40:00,3:51:00,18:28:00,16,68,1013
01.07.2016,Sunny,0.00,29,22,05:36:00,20:40:00,3:4:00,17:22:00,8,65,1015
30.06.2016,Partly cloudy,4.28,27,22,05:36:00,20:40:00,2:22:00,16:12:00,10,70,1014
29.06.2016,Sunny,0.11,27,22,05:35:00,20:40:00,1:45:00,15:2:00,14,67,1010
28.06.2016,Sunny,0.17,28,22,05:35:00,20:40:00,1:9:00,13:53:00,9,66,1008
27.06.2016,Sunny,0.00,28,23,05:34:00,20:40:00,12:34:00,0:45:00,10,71,1009
26.06.2016,Sunny,0.02,30,23,05:34:00,20:40:00,,11:38:00,23,71,1009
25.06.2016,Sunny,0.00,29,23,05:34:00,20:40:00,12:0:00,10:32:00,34,68,1012
24.06.2016,Sunny,0.00,30,24,05:33:00,20:40:00,23:24:00,9:28:00,35,64,1015
23.06.2016,Sunny,0.01,31,23,05:33:00,20:40:00,22:45:00,8:25:00,27,69,1015
22.06.2016,Sunny,0.00,30,23,05:33:00,20:40:00,22:3:00,7:26:00,27,69,1016
21.06.2016,Sunny,0.00,31,22,05:32:00,20:40:00,21:17:00,6:31:00,29,65,1017
20.06.2016,Sunny,0.00,31,22,05:32:00,20:40:00,20:28:00,5:41:00,25,62,1015
19.06.2016,Sunny,0.00,31,22,05:32:00,20:39:00,19:36:00,4:56:00,21,57,1013
18.06.2016,Sunny,0.05,31,22,05:32:00,20:39:00,18:40:00,4:16:00,15,48,1016
17.06.2016,Sunny,0.00,28,21,05:32:00,20:39:00,17:45:00,3:40:00,6,54,1017
